,ID,Year_Birth,Education,Marital_Status, Income ,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
233,8566,1961,PhD,Together,"$32,583.00 ",1,1,6/15/14,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
1222,10033,1973,2n Cycle,Divorced,"$31,163.00 ",1,0,2/13/14,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER
2174,3270,1978,2n Cycle,Together,"$17,117.00 ",1,0,1/17/13,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,SA
991,1044,1953,Graduation,Together,"$58,398.00 ",0,0,5/14/13,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,AUS
1655,8690,1962,Graduation,Married,"$86,111.00 ",0,0,4/19/13,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,0,CA
453,4415,1961,Graduation,Married,"$16,860.00 ",1,1,9/12/12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,0,SP
2092,2008,1978,Graduation,Married,"$77,583.00 ",0,0,2/10/14,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,SA
1889,3807,1955,Graduation,Together,"$59,925.00 ",0,1,11/30/12,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP
1875,5278,1964,Graduation,Married,"$82,224.00 ",0,0,1/25/14,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,GER
254,2521,1971,Master,Married,"$35,178.00 ",1,0,1/10/13,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP
1481,9305,1976,2n Cycle,Single,"$79,689.00 ",0,0,5/12/13,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,SP
906,10767,1989,PhD,Together,"$77,845.00 ",0,0,5/16/14,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,US
898,6197,1962,PhD,Single,"$27,238.00 ",1,1,4/20/13,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,SP
1110,10160,1956,Master,Together,"$50,943.00 ",0,1,6/21/13,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,SP
303,7573,1978,PhD,Single,"$31,626.00 ",1,0,5/10/13,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER
1679,6461,1969,Master,Single,"$62,772.00 ",0,1,5/19/13,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,SP
1627,10364,1959,Graduation,Divorced,"$23,295.00 ",0,0,7/13/13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,SP
41,7030,1955,PhD,Married,"$66,465.00 ",0,1,3/30/13,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,SP
621,9119,1950,Graduation,Together,"$60,905.00 ",0,1,12/5/13,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,US
667,8614,1957,Graduation,Widow,"$65,486.00 ",0,1,5/12/14,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0,AUS
1770,217,1956,Master,Single,"$64,857.00 ",0,0,11/23/12,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA
2121,2292,1985,Graduation,Single,"$22,327.00 ",1,0,8/2/13,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,SP
232,3277,1955,Graduation,Divorced,"$49,431.00 ",0,1,8/3/12,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP
253,10240,1949,Graduation,Together,"$69,372.00 ",0,0,2/19/13,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,CA
704,7699,1969,Graduation,Widow,"$40,590.00 ",1,1,10/2/13,30,154,0,50,6,11,37,5,3,4,3,6,1,0,0,0,0,0,0,CA
880,2156,1955,PhD,Married,"$22,554.00 ",1,1,11/3/12,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,SP
638,8486,1971,Master,Together,"$30,538.00 ",1,0,10/1/12,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,SP
2235,10142,1976,PhD,Divorced,"$66,476.00 ",0,1,3/7/13,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,US
1184,8786,1956,Master,Married,"$62,058.00 ",0,1,5/26/13,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER
1846,4910,1967,Graduation,Divorced,"$68,743.00 ",0,0,8/30/12,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US
2070,6941,1971,Graduation,Single,"$31,632.00 ",0,0,7/14/13,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,SP
317,5626,1964,PhD,Single,"$61,798.00 ",0,0,11/23/13,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP
1387,2061,1955,Graduation,Married,"$50,737.00 ",0,1,5/11/13,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,SP
1187,2980,1952,Master,Single,"$8,820.00 ",1,1,3/22/13,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA
789,7275,1971,Master,Single,"$33,316.00 ",1,1,10/4/13,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,US
2237,22,1976,Graduation,Divorced,"$46,310.00 ",1,0,12/3/12,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,SP
521,3011,1965,Graduation,Married,"$69,139.00 ",0,1,1/27/14,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,SA
1335,6203,1947,Graduation,Together,"$74,485.00 ",0,0,8/24/13,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP
31,9264,1986,Graduation,Married,"$79,529.00 ",0,0,4/27/14,1,423,42,706,73,197,197,1,4,8,9,2,0,0,0,0,0,0,0,CA
1688,6218,1965,Graduation,Married,"$59,594.00 ",0,1,10/20/12,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,SP
1437,6661,1974,Graduation,Married,"$67,445.00 ",0,1,8/12/12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,SP
1473,3254,1971,Graduation,Married,"$70,886.00 ",1,0,10/14/13,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,SP
1507,3074,1984,PhD,Married,"$70,643.00 ",0,0,10/15/12,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,SP
459,1381,1982,PhD,Single,"$38,513.00 ",1,0,1/28/14,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,1,0,SP
1842,6257,1976,Master,Single,"$60,482.00 ",0,1,1/23/13,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA
1722,2258,1986,Graduation,Married,"$32,880.00 ",1,0,12/4/12,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,SP
330,5302,1986,Graduation,Together,"$78,394.00 ",0,0,2/15/13,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP
1504,4860,1970,Graduation,Single,"$24,206.00 ",1,0,3/8/13,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,SP
1257,1829,1961,PhD,Divorced,"$54,959.00 ",0,1,1/19/13,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP
1145,3381,1953,Master,Married,"$54,348.00 ",1,1,6/8/14,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA
1424,5763,1972,Master,Together,"$49,854.00 ",1,0,11/10/13,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,CA
1757,3503,1950,Graduation,Divorced,"$82,460.00 ",0,0,12/2/13,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA
1388,8477,1956,Graduation,Divorced,"$26,150.00 ",2,1,3/11/13,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,SP
302,9780,1971,Master,Together,"$71,499.00 ",0,1,6/25/13,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP
1307,1915,1951,PhD,Married,"$78,939.00 ",0,0,12/12/13,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER
359,5782,1982,2n Cycle,Together,"$58,582.00 ",0,1,9/28/13,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP
2060,4508,1952,Graduation,Single,"$75,127.00 ",0,0,5/22/14,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,GER
1651,6445,1967,Graduation,Together,"$66,825.00 ",0,0,7/14/13,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,SA
309,6271,1952,PhD,Married,"$50,870.00 ",0,1,6/19/14,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP
2088,3916,1971,PhD,Together,"$49,269.00 ",1,0,8/15/12,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,SP
436,3711,1944,Master,Married,"$80,184.00 ",0,0,3/1/14,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP
1509,2611,1959,Master,Together,"$82,576.00 ",0,0,8/1/12,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,SA
1676,7930,1969,Master,Single,"$26,877.00 ",0,0,8/19/13,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,SP
1260,1343,1968,Graduation,Together,"$58,554.00 ",1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US
1838,73,1953,PhD,Single,"$51,411.00 ",1,2,5/26/13,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND
1505,425,1985,Graduation,Married,"$55,357.00 ",2,0,2/19/13,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,IND
1239,7842,1968,Graduation,Single,"$36,065.00 ",1,1,3/31/13,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP
1449,5272,1965,Master,Married,"$53,843.00 ",0,1,6/27/13,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,SA
828,3867,1947,PhD,Together,"$73,059.00 ",0,1,8/31/13,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,SP
792,2281,1970,Graduation,Single,"$33,697.00 ",1,0,9/15/13,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,GER
1391,4093,1975,Master,Together,"$53,253.00 ",1,1,2/11/13,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,CA
1836,520,1974,Graduation,Married,"$34,421.00 ",1,0,7/1/13,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP
141,1031,1989,2n Cycle,Married,"$85,710.00 ",0,0,5/5/13,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,IND
474,4939,1946,Graduation,Together,"$37,760.00 ",0,0,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,US
1210,1907,1950,Master,Divorced,"$63,120.00 ",0,1,9/28/12,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP
1501,7409,1970,Graduation,Together,"$53,187.00 ",1,0,10/26/13,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,SP
1603,8175,1992,Graduation,Married,"$34,935.00 ",0,0,6/21/13,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,SA
1265,4012,1972,PhD,Together,"$62,220.00 ",0,1,8/11/12,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER
9,9477,1954,PhD,Married,"$65,324.00 ",0,1,1/11/14,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,IND
322,6116,1968,2n Cycle,Married,"$48,985.00 ",0,1,7/5/13,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP
1616,1371,1976,Graduation,Single,"$79,941.00 ",0,0,6/28/14,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,0,AUS
2184,48,1964,Graduation,Together,"$55,761.00 ",0,1,4/24/14,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,SP
77,7919,1976,PhD,Together,"$72,335.00 ",0,0,8/13/12,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,1,0,SP
1492,9503,1980,Graduation,Single,"$28,071.00 ",0,0,8/29/12,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,SP
393,9392,1971,Graduation,Single,"$26,954.00 ",1,0,5/8/14,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP
1799,7683,1968,Master,Married,"$70,777.00 ",0,1,2/25/14,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP
262,1994,1983,Graduation,Married,,1,0,11/15/13,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,US
1227,1232,1982,PhD,Together,"$70,038.00 ",0,0,10/25/13,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER
2061,4843,1952,Graduation,Single,"$75,127.00 ",0,0,5/22/14,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,SA
240,10150,1961,Graduation,Single,"$86,429.00 ",0,0,11/21/13,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,SA
1047,5633,1980,Graduation,Married,"$50,183.00 ",1,1,6/25/14,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,SA
981,5267,1970,Graduation,Divorced,"$33,986.00 ",1,0,3/14/13,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,SP
1656,1173,1947,Master,Together,"$77,632.00 ",0,0,3/10/13,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,0,SP
651,10928,1958,Graduation,Together,"$66,886.00 ",0,1,9/16/13,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,SP
701,5534,1975,Master,Married,"$47,808.00 ",0,1,10/20/13,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,SP
818,8041,1971,PhD,Widow,"$47,111.00 ",0,1,9/8/12,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,SA
1281,7369,1981,Master,Married,"$36,959.00 ",1,0,10/2/13,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP
1766,10091,1956,Graduation,Single,"$60,230.00 ",0,1,5/20/13,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP
1577,2886,1971,Master,Divorced,"$74,290.00 ",0,1,8/12/13,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,SP
924,7431,1991,PhD,Single,"$68,126.00 ",0,0,11/10/12,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,1,0,CA
287,3312,1988,Graduation,Single,"$34,176.00 ",1,0,5/12/14,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND
641,8746,1989,Graduation,Married,"$75,433.00 ",1,0,4/5/14,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,SP
475,8652,1946,Graduation,Together,"$37,760.00 ",0,0,8/31/12,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,SA
2169,5644,1957,Graduation,Together,"$42,213.00 ",0,1,10/12/13,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,SP
438,9596,1980,PhD,Single,"$65,295.00 ",0,0,12/23/13,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US
299,9303,1976,Graduation,Married,"$5,305.00 ",0,1,7/30/13,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND
518,7451,1960,Master,Single,"$98,777.00 ",0,0,2/17/14,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,SP
1519,1502,1983,Graduation,Together,"$28,427.00 ",1,0,3/21/13,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,SP
1114,8939,1959,Graduation,Divorced,"$61,250.00 ",0,1,12/16/12,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,SP
1533,5899,1950,PhD,Together,"$5,648.00 ",1,1,3/13/14,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,US
1765,5883,1972,Graduation,Married,"$77,981.00 ",1,0,5/26/13,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP
2131,5015,1976,Master,Married,"$34,529.00 ",1,0,9/14/12,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,SP
878,4856,1957,2n Cycle,Married,"$82,347.00 ",0,0,11/6/12,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,IND
1516,4597,1970,PhD,Together,"$82,072.00 ",0,0,7/2/13,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,SA
85,3878,1980,2n Cycle,Single,"$31,859.00 ",1,0,2/27/14,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,SP
202,9723,1960,Graduation,Married,"$67,716.00 ",0,1,1/10/13,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,CA
2042,1833,1974,PhD,Single,"$39,190.00 ",1,0,4/26/14,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,SP
15,837,1977,Graduation,Married,"$54,809.00 ",1,1,9/11/13,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,SP
910,8402,1953,Master,Married,"$67,087.00 ",0,1,12/17/13,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,AUS
118,9504,1949,Master,Married,"$81,698.00 ",0,0,11/6/13,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,1,0,SP
1559,2565,1955,Master,Divorced,"$70,638.00 ",0,0,6/1/13,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,0,SA
1368,2109,1990,Graduation,Single,"$96,843.00 ",0,0,4/23/13,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,1,0,SP
619,486,1988,Graduation,Married,"$84,219.00 ",0,0,2/2/14,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,CA
1,1,1961,Graduation,Single,"$57,091.00 ",0,0,6/15/14,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,1,0,CA
1943,6940,1966,PhD,Single,"$46,734.00 ",1,2,10/21/13,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,SP
1038,5788,1972,Graduation,Together,"$46,053.00 ",1,0,2/17/13,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,GER
1695,6969,1982,Graduation,Together,"$50,272.00 ",1,0,8/7/13,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,AUS
578,5684,1971,Master,Divorced,"$44,635.00 ",1,1,10/11/13,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,SP
286,92,1988,Graduation,Alone,"$34,176.00 ",1,0,5/12/14,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,CA
799,7378,1981,Master,Together,"$42,021.00 ",1,0,8/31/12,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,0,SP
575,4310,1944,Graduation,Married,"$80,589.00 ",0,0,1/22/14,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,1,0,AUS
768,1100,1960,Master,Together,"$41,275.00 ",1,2,3/24/14,33,24,4,22,0,2,9,4,3,1,3,5,0,0,0,0,0,0,0,CA
117,5172,1976,Master,Together,"$65,104.00 ",0,1,11/14/13,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,SP
711,3762,1986,PhD,Single,"$69,867.00 ",0,0,4/2/13,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,1,0,SA
2208,2088,1972,Graduation,Together,"$84,906.00 ",0,0,10/4/13,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,GER
1081,8254,1974,PhD,Married,"$34,596.00 ",1,0,4/13/13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,GER
1051,9671,1968,Graduation,Married,"$19,514.00 ",1,1,1/26/14,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,1,0,SP
501,9971,1964,PhD,Married,"$65,526.00 ",0,1,4/11/14,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0,SA
2054,10307,1956,Graduation,Married,"$50,387.00 ",0,2,8/31/13,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,SP
1271,10634,1951,Master,Married,"$59,412.00 ",0,0,4/19/14,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP
1839,2002,1958,Graduation,Divorced,"$71,964.00 ",0,0,5/20/13,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP
942,10581,1977,Graduation,Married,"$41,124.00 ",1,0,10/31/12,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,SP
899,10475,1970,Master,Together,,0,1,4/1/13,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0,0,0,0,0,US
1629,8562,1969,Graduation,Together,"$54,165.00 ",0,0,5/28/13,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,0,SP
1957,2804,1975,Master,Single,"$46,098.00 ",1,1,8/18/12,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,1,0,IND
1601,6349,1987,Master,Divorced,"$61,787.00 ",0,0,7/6/13,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,SP
279,1388,1975,Graduation,Single,"$33,249.00 ",1,0,2/20/13,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS
666,6255,1952,Master,Together,"$70,545.00 ",0,1,6/3/14,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,AUS
1914,1440,1978,2n Cycle,Together,"$52,513.00 ",0,0,9/4/12,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,SP
1055,7428,1975,Graduation,Together,"$80,144.00 ",0,0,9/30/13,47,240,132,445,250,192,108,1,3,7,8,1,0,0,0,0,0,0,0,AUS
457,5313,1971,Master,Married,"$38,196.00 ",1,1,4/18/14,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,0,SP
310,9635,1983,Master,Married,"$35,876.00 ",0,0,4/20/14,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP
2227,2415,1962,Graduation,Together,"$62,568.00 ",0,1,4/7/14,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,SP
187,8235,1956,Master,Together,"$69,245.00 ",0,1,1/24/14,8,428,30,214,80,30,61,2,6,5,10,3,0,0,0,0,0,0,0,SA
1140,8692,1952,Graduation,Together,"$43,462.00 ",1,1,9/12/12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP
124,10832,1958,Graduation,Together,"$46,610.00 ",0,0,7/18/13,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,0,SP
553,4607,1959,Graduation,Together,"$71,367.00 ",0,0,8/23/13,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,SP
1255,10691,1960,Master,Married,"$28,520.00 ",1,1,6/14/13,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP
1426,3056,1978,Graduation,Divorced,"$63,693.00 ",0,1,10/14/13,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,SA
721,347,1976,Graduation,Divorced,"$40,780.00 ",0,1,9/8/12,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,CA
2003,2986,1976,Graduation,Married,"$30,772.00 ",1,1,3/12/14,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,CA
1955,10703,1975,Master,Single,"$46,098.00 ",1,1,8/18/12,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,SP
1508,5140,1985,PhD,Married,"$64,355.00 ",1,0,8/24/12,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,SP
294,4992,1975,Master,Together,"$17,459.00 ",1,0,9/19/13,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP
1299,8717,1975,PhD,Married,"$80,427.00 ",0,1,9/12/12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND
1414,6250,1949,PhD,Widow,"$54,356.00 ",0,1,11/19/12,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,SP
2000,692,1954,Graduation,Together,"$36,807.00 ",1,1,12/20/12,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0,IND
1608,3225,1984,Master,Married,"$42,207.00 ",1,0,4/1/13,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,0,SP
994,4947,1966,2n Cycle,Single,"$89,572.00 ",0,0,9/15/12,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,1,0,SP
144,10641,1978,Graduation,Single,"$7,500.00 ",1,1,12/27/12,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,SP
1693,5250,1943,Master,Widow,,0,0,10/30/13,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,1,0,AUS
260,10281,1970,Graduation,Divorced,"$64,713.00 ",1,0,2/7/14,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,AUS
996,3507,1970,Graduation,Single,"$76,467.00 ",1,0,8/17/12,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,1,0,US
743,5025,1979,Graduation,Single,"$48,526.00 ",1,0,12/24/13,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,SP
633,6281,1966,Graduation,Divorced,"$55,686.00 ",0,1,2/14/13,27,673,0,199,37,47,26,2,6,3,5,4,1,0,0,0,0,0,0,SP
1073,2478,1973,Graduation,Married,"$25,410.00 ",1,0,8/31/13,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,SP
2217,5675,1960,PhD,Divorced,"$50,611.00 ",0,1,10/4/12,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,US
1420,4298,1973,PhD,Together,"$20,427.00 ",1,0,3/24/14,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP
